show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,language,description,popularity,vote_count,vote_average,num_seasons
32415,TV Show,Conan,Unknown,"Conan O'Brien, Andy Richter",United States of America,2010-11-08,2010,7.035,1 Seasons,"Talk, Comedy, News",en,A late night television talk show hosted by  Conan O'Brien.,1670.58,229,7.035,1.0
37757,TV Show,Masterchef Greece,Unknown,Unknown,Greece,2010-10-03,2010,5.6,1 Seasons,Reality,el,MasterChef Greece is a Greek competitive cooking game show. It's an adaptation of the British show MasterChef.,1317.092,6,5.6,1.0
33847,TV Show,The Talk,Unknown,"Amanda Kloots, Jerry O'Connell, Akbar Gbaja-Biamila, Natalie Morales, Sheryl Underwood","United States of America, Ireland",2010-10-18,2010,3.4,1 Seasons,Talk,en,"A panel of well-known news and entertainment personalities discussing current events, pop culture, contemporary issues, family, celebrity and the trending topics of the day.",712.07,12,3.4,1.0
250253,TV Show,Euphrosyne,"Maxim Mokrushev, Oleg Maslennikov","Anastasiya Makarova, Valeriy Zolotukhin, Irina Kartashyova, Aleksandr Klyukvin, Kseniya Entelis",,2010-02-15,2010,0.0,1 Seasons,"Drama, Soap",ru,Unknown,629.982,0,0.0,1.0
32798,TV Show,Hawaii Five-0,Unknown,"Alex O'Loughlin, Scott Caan, Ian Anthony Dale, Meaghan Rath, Beulah Koale","United States of America, Singapore",2010-09-20,2010,7.8,1 Seasons,"Crime, Drama, Action & Adventure",en,"Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.",616.862,1750,7.8,1.0
1402,TV Show,The Walking Dead,Unknown,"Lauren Cohan, Norman Reedus, Jeffrey Dean Morgan, Melissa McBride, Christian Serratos",United States of America,2010-10-31,2010,8.103,1 Seasons,"Action & Adventure, Drama, Sci-Fi & Fantasy",en,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,485.66,16790,8.103,1.0
33384,TV Show,Zone,Unknown,"Michael Underwood, Angellica Bell",United States of America,2010-05-20,2010,0.0,1 Seasons,Unknown,en,"The Zone is the name given to a shopping and gaming channel on Freeview. The channel is an interactive gaming and home shopping programming block, with gaming segments from Jackpot247, and teleshopping segments from JML.

On 7 November 2011, a placeholder caption appeared on Freeview channel 39, broadcasting on multiplex A, stating ""The Zone: Coming soon, The place to shop and play"". The channel launched on 14 November 2011, broadcasting between 18:00 pm and 06:00 am but was not available in Wales until 9 January 2012.

The channel timeshares with CITV.",489.739,0,0.0,1.0
31132,TV Show,Regular Show,Unknown,"J.G. Quintel, William Salyers, Mark Hamill, Sam Marin, Minty Lewis",United States of America,2010-09-06,2010,8.621,1 Seasons,"Animation, Comedy",en,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,426.107,2045,8.621,1.0
64488,TV Show,Atomes Crochus,Unknown,Alexandre Barrette,Canada,2010-03-01,2010,0.0,1 Seasons,Unknown,fr,"A hilarious game show in which two contestants and a panel of six stars attempt to fill in the ""hole"" left in a wacky sentence. The contestant who goes to the final game has a chance to walk away with the grand prize if they play in perfect symbiosis with a randomly selected star.",463.962,0,0.0,1.0
58581,TV Show,Antiques Road Trip,Ian Hendry,Tim Wonnacott,United Kingdom,2010-03-08,2010,5.0,1 Seasons,Documentary,en,"Antiques experts travel across the country, competing to make a profit at auction.",581.634,8,5.0,1.0
51038,TV Show,Natholdet,Unknown,Hadi Ka-Koush,Denmark,2010-09-27,2010,6.0,1 Seasons,"Comedy, Talk",da,Unknown,401.061,4,6.0,1.0
33581,TV Show,Pyaar Kii Ye Ek Kahaani,Unknown,"Vivian Dsena, Sukirti Kandpal, Priya Wal, Kishwer Merchant, Naved Aslam","India, United States of America",2010-10-18,2010,10.0,1 Seasons,"Mystery, Drama, Soap",hi,"This supernatural series narrates the story of a vampire, Abhay who falls in love with Piya, a human and how they reunite despite all odds.",406.769,1,10.0,1.0
32692,TV Show,Blue Bloods,Unknown,"Tom Selleck, Donnie Wahlberg, Bridget Moynahan, Will Estes, Len Cariou","United States of America, United Kingdom",2010-09-24,2010,7.8,1 Seasons,"Crime, Drama",en,"A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief.",361.43,906,7.8,1.0
32390,TV Show,The Real Housewives Of Beverly Hills,Unknown,"Kyle Richards, Erika Jayne, Dorit Kemsley, Garcelle Beauvais, Sutton Stracke",United States of America,2010-10-14,2010,6.3,1 Seasons,Reality,en,A reality series that follows some of the most affluent women in the country as they enjoy the lavish lifestyle that only Beverly Hills can provide.,514.676,95,6.3,1.0
32651,TV Show,Interns,Unknown,"Ivan Okhlobystin, Ilya Glinnikov, Aleksandr Ilyin Jr, Vadim Demchog, Svetlana Permyakova",Russia,2010-03-29,2010,7.0,1 Seasons,Comedy,ru,Witness the life of four young medical interns who experience various hilarious situations every day with their mentor and the hospital staff.,336.57,103,7.0,1.0
46296,TV Show,Spartacus,Unknown,"Liam McIntyre, Manu Bennett, Dustin Clare, Cynthia Addai-Robinson, Jaime Murray",United States of America,2010-01-22,2010,8.014,1 Seasons,Drama,en,"Torn from his homeland and the woman he loves, Spartacus is condemned to the brutal world of the arena where blood and death are primetime entertainment.",324.023,2585,8.014,1.0
31991,TV Show,Wwe Nxt,Unknown,Unknown,United States of America,2010-02-23,2010,6.8,1 Seasons,"Action & Adventure, Drama",en,Wrestlers will portray heroes or villains as they follow a series of events that build tension and culminate in a wrestling match or series of matches.,442.742,114,6.8,1.0
214252,TV Show,All My Love For You,Hwang Kyo Jin,"Kim Kap-soo, Park Mi-sun, Kim Yeong-ok, Yoon Seung-ah, Jo Kwon",South Korea,2010-11-08,2010,0.0,1 Seasons,Comedy,ko,"The story of the relationship between two families, based on the traditional Korean Cinderella folktale about Kongji and Patji. The Kongji family is poor but kind, while the Patji family is rich but selfish.",314.291,0,0.0,1.0
66774,TV Show,Epic Rap Battles Of History,Unknown,Unknown,United States of America,2010-09-26,2010,7.319,1 Seasons,Comedy,en,"Pitting notable historical and pop culture figures, real and fictional, against one another in a rap battle format.",338.596,36,7.319,1.0
35331,TV Show,Good Game: Spawn Point,Unknown,"Angharad Yeo, Gemma Driscoll",,2010-02-20,2010,5.0,1 Seasons,"Kids, News",en,"Hosted by passionate gamers Hex (Stephanie Bendixsen) and Bajo (Steven  O'Donnell) and not so nice Robot, Darren (Data Analysing Robot for the  Ruthless Extermination of Noobs), Good Game: SP will be the show for  younger gamers by gamers.",435.509,1,5.0,1.0
15260,TV Show,Adventure Time,Unknown,"Jeremy Shada, John DiMaggio, Tom Kenny, Hynden Walch, Olivia Olson","United States of America, United Kingdom",2010-04-05,2010,8.5,1 Seasons,"Animation, Comedy, Sci-Fi & Fantasy",en,"Unlikely heroes Finn and Jake are buddies who traverse the mystical Land of Ooo. The best of friends, our heroes always find themselves in the middle of escapades. Finn and Jake depend on each other through thick and thin.",302.054,2826,8.5,1.0
209068,TV Show,Ella,Unknown,"Darya Gantura, Gert Winckelmans, Ini Massez, Rik Verheye, Amaryllis Uitterlinden",Belgium,2010-09-24,2010,1.0,1 Seasons,Soap,nl,Unknown,281.763,1,1.0,1.0
155256,TV Show,Happy Toon,Unknown,"Hongyun Liu, Deng Yuting, Yanzi Yan, Qing Zu, Tuan Li",China,2010-07-02,2010,7.8,1 Seasons,"Animation, Kids, Comedy, Sci-Fi & Fantasy, Action & Adventure",zh,Unknown,264.317,5,7.8,1.0
84548,TV Show,Peter Hahne,Unknown,Peter Hahne,Germany,2010-06-27,2010,0.0,1 Seasons,Talk,de,Unknown,252.021,0,0.0,1.0
94226,TV Show,Geet Hui Sabse Parayi,Unknown,"Ranjeev Verma, Sameer Sharma, Drashti Dhami, Gurmeet Choudhary, Abhinav Shukla",India,2010-04-05,2010,10.0,1 Seasons,Unknown,hi,"Geet, abandoned by her NRI husband, braves difficulties to find her way in a new city, and in turn finds the love and support of a new family.",348.468,1,10.0,1.0
33765,TV Show,My Little Pony: Friendship Is Magic,Unknown,"Tara Strong, Andrea Libman, Ashleigh Ball, Tabitha St. Germain, Cathy Weseluck","Canada, United States of America",2010-10-10,2010,8.1,1 Seasons,"Animation, Comedy, Sci-Fi & Fantasy, Kids",en,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",227.511,657,8.1,1.0
46222,TV Show,My Husband Is A Cartoonist,Unknown,"Nao Matsushita, Osamu Mukai, Yoko Nogiwa, Ren Osugi, Yuko Kotegawa",Japan,2010-03-29,2010,8.4,1 Seasons,Drama,ja,"The 82nd NHK Asadora is Gegege no Nyobo. The story is based on a 2008 autobiography by Mura Nunoe, the wife of Gegege no Kitaro mangaka Mizuki Shigeru. The story revolves around the life of the married couple, told from the perspective of Mura. --Tokyograph",245.846,7,8.4,1.0
60006,TV Show,Hello Counselor,Unknown,"Lee Young-ja, Jung Chan-woo, Kim Tae-Kyun, Gong Seung-yeon, Shin Dong-yup",South Korea,2010-11-22,2010,8.3,1 Seasons,Reality,ko,"A talk show with an emphasis on regular people, regardless of age or gender, that aims to help take down communication barriers by sharing stories about life.",260.873,3,8.3,1.0
229586,TV Show,Word To A Woman,Unknown,"Larisa Savankova, Irina Sotikova, Anastasiya Dyukova, Anna Aref'eva, Aleksandr Peskov",,2010-01-18,2010,0.0,1 Seasons,Drama,ru,"Valentina, Anastasia, Polina and Rita are women from four different generations. Each of them solves their life problems in their own way, seeks love, builds a career, struggles with disappointments and learns to be happy despite the difficulties they have to overcome. They are united by friendship, work and problems that are close to any woman.",240.249,0,0.0,1.0
52698,TV Show,El Kebeer Awi,Unknown,"Ahmed Mekky, Mohamed Sallam, Mostafa Ghareb, Rahma Ahmed Farag, Hatim Salah","Egypt, United States of America",2010-08-11,2010,6.9,1 Seasons,"Comedy, Family, Drama",ar,"Al Kabeer seeks to find love again after his wife was gone, unaware that what he is looking for is closer than he imagines.",208.398,46,6.9,1.0
30745,TV Show,My Kitchen Rules,Unknown,"Colin Fassnidge, Manu Feildel",Australia,2010-02-01,2010,5.4,1 Seasons,Reality,en,"My Kitchen Rules is an Australian competitive cooking game show broadcast on the Seven Network since 2010. The series is produced by the team who created the Seven reality show My Restaurant Rules, and was put into production based on the success of Network Ten's MasterChef Australia. My Kitchen Rules has just been renewed by the Seven Network for a fifth series.",252.256,19,5.4,1.0
46571,TV Show,Daring Women,Lee Dong-Hoon,"Kim Ha-kyoon, Lee Yu-ri",South Korea,2010-03-02,2010,3.0,1 Seasons,Unknown,ko,"Daring Women is a 2010 South Korean television series starring Lee Yoo-ri, Lee Chang-hoon, Seo Ji-young, and Lee Joong-moon. The morning soap opera aired on SBS on Mondays to Fridays at 8:40 a.m. from March 2 to July 30, 2010 for 105 episodes.",184.227,1,3.0,1.0
199332,TV Show,Only You,Unknown,Unknown,China,2010-10-30,2010,0.0,1 Seasons,Reality,zh,Unknown,191.646,0,0.0,1.0
52880,TV Show,Scarlet Letter,Lee Min-su,"Lee Seung-yun, Kim Yeon-ju, Kim Na-woon, Kim Byung-chul, Kim Yoo-bin",,2010-08-09,2010,0.0,1 Seasons,Drama,ko,Unknown,182.038,0,0.0,1.0
32348,TV Show,A League Of Their Own,Unknown,"Jamie Redknapp, Romesh Ranganathan, Micah Richards, Jill Scott",,2010-03-11,2010,6.9,1 Seasons,Comedy,en,"Two teams comprised of comedians, celebrities and sports stars compete against each other in a test of their sporting knowledge, taking place over three rounds.",185.206,12,6.9,1.0
32864,TV Show,Dinner Date,Unknown,Natalie Casey,United Kingdom,2010-08-09,2010,5.5,1 Seasons,Unknown,en,"Three single cooks must make a meal for a blind date, but only one of them will impress enough to get a second date. Which chef will make someone hungry for more?",170.698,2,5.5,1.0
83893,TV Show,Kbs Drama Special,Unknown,Unknown,South Korea,2010-05-15,2010,7.4,1 Seasons,Drama,ko,"Forget the existing one-act dramas! Short but impactive! KBS Drama Special presents high quality single episode dramas. Dramas are the broadcast content with the widest public appeal. KBS Drama Special will produce short dramas of far-reaching impact involving at times a serious social message, unique emotions or perspectives. It will stay abreast of modern viewership.",170.691,5,7.4,1.0
33018,TV Show,Noah,"Lino S. Cayetano, Malu Sevilla","Piolo Pascual, Zaijian Jaranilla, Jodi Sta. Maria, Kristine Hermosa, Jolo Revilla",Philippines,2010-07-12,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Action & Adventure",tl,"Noah was a teleserye Philippine action-fantasy series produced by ABS-CBN. The series premiered on July 12, 2010.",156.415,0,0.0,1.0
18604,TV Show,Three Kingdoms,Gao Xixi,"Chen Jianbin, Yu Hewei, Lu Yi, Yu Rongguang, Kang Kai",China,2010-05-02,2010,7.8,1 Seasons,Drama,zh,A Chinese television series based on the events in the late Eastern Han Dynasty and the Three Kingdoms period.,161.322,23,7.8,1.0
34634,TV Show,Gold Rush,Unknown,"Parker Schnabel, Chris Doumitt, Paul Christie","United Kingdom, United States of America",2010-12-03,2010,7.0,1 Seasons,Reality,en,"Follow the lives of ambitious miners as they head north in pursuit of gold. With new miners, new claims, new machines and new ways to pull gold out of the ground, the stakes are higher than ever. But will big risks lead to an even bigger pay out?",169.395,157,7.0,1.0
19885,TV Show,Sherlock,Unknown,"Benedict Cumberbatch, Martin Freeman","United Kingdom, United States of America",2010-07-25,2010,8.514,1 Seasons,"Crime, Drama, Mystery",en,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,155.869,5630,8.514,1.0
34045,TV Show,Sister Wives,Unknown,Kody Brown,United States of America,2010-09-26,2010,6.2,1 Seasons,"Reality, Drama, Family",en,"Husband Kody Brown, along with his four wives (only one of which is legally married to Kody) and their combined 18 children, attempts to navigate life as a ""normal"" family in a society that shuns their lifestyle.",161.937,49,6.2,1.0
33217,TV Show,Young Justice,Unknown,"Jesse McCartney, Khary Payton, Nolan North, Danica McKellar, Stephanie Lemelin",United States of America,2010-11-26,2010,8.4,1 Seasons,"Animation, Sci-Fi & Fantasy, Action & Adventure",en,Teenage superheroes strive to prove themselves as members of the Justice League.,148.156,1123,8.4,1.0
34384,TV Show,Saas Bina Sasural,Unknown,"Aishwarya Sakhuja, Ravi Dubey, Darshan Jariwala, Arvind Vaidya, Rajendra Chawla",India,2010-10-18,2010,0.0,1 Seasons,"Drama, Comedy",hi,"Saas Bina Sasural was an Indian comedy-drama television series based on the story of a young lady, Taanya, called Toasty, who has a ""sasural"" consisting of seven quirky men, deprived of a ""saas"". The series aired on Sony Entertainment Television India and Sony Entertainment Television Asia. Saas Bina Sasural premiered on 18 October 2010, and was produced by Vipul D. Shah of Optimystix Entertainment. The show went off-air on 6 September 2012 with a total of 411 episodes.",204.799,0,0.0,1.0
31109,TV Show,Ben 10: Ultimate Alien,Unknown,"Yuri Lowenthal, Ashley Johnson, Greg Cipes, Dee Bradley Baker",United States of America,2010-04-23,2010,8.2,1 Seasons,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",en,"With his secret identity now revealed to the world, Ben Tennyson continues to fight evil as a superhero with the help of the newly acquired Ultimatrix.",134.149,826,8.2,1.0
50018,TV Show,The Meaning Of Friendship,Rudi Aryanto,"Stefan William, Yuki Kato, Kevin Julio, Cut Meyriska, Raffi Ahmad",Indonesia,2010-06-07,2010,0.0,1 Seasons,"Soap, Drama",id,"Ajeng is a very smart girl but she never knows who her father is. She is one of the students who received a scholarship to enter an elite school. Because she was not a girl from a rich family, Yudha always teased her. However, Ajeng is a very strong girl, every time someone puts her down, she always survives. Yudha and his gang always mock and harass the students who receive scholarships. Fathir, who is also a scholarship recipient, can only be irritated and starts making secret plans to repay what Yudha and his gang have done to him.",139.887,0,0.0,1.0
46587,TV Show,Cutie Pie,Unknown,"Chae Sang-woo, Ye Ji-won, Lee Young-yoo, Kim Sung-su, Choi Yeo-jin",,2010-03-22,2010,4.0,1 Seasons,Unknown,ko,Unknown,138.684,1,4.0,1.0
67033,TV Show,Ondar On Ne Demande Qu'A En Rire,Unknown,M. Fraize,France,2010-11-15,2010,5.5,1 Seasons,Comedy,fr,Unknown,191.57,1,5.5,1.0
55270,TV Show,The Sandhamn Murders,Unknown,Alexandra Rapaport,Sweden,2010-12-20,2010,7.1,1 Seasons,"Drama, Crime, Mystery",sv,"Viveca Stens popular novels come to life in ""The Sandhamn Murders"", a perfect mix of Nordic crime & the beautiful surroundings of the outer Stockholm archipelago.",133.106,39,7.1,1.0
32608,TV Show,Ancient Aliens,Unknown,"Robert Clotworthy, Giorgio A. Tsoukalos, Ariel Bar Tzadok, Jonathan Young, David Childress",United States of America,2010-04-20,2010,6.8,1 Seasons,"Documentary, Mystery, Sci-Fi & Fantasy",en,"Did intelligent beings from outer space visit Earth thousands of years ago? From the age of the dinosaurs to ancient Egypt, from early cave drawings to continued mass sightings in the US, each episode gives historic depth to the questions, speculations, provocative controversies, first-hand accounts and grounded theories surrounding this age old debate.",129.769,260,6.8,1.0
32294,TV Show,Hot In Cleveland,Unknown,"Valerie Bertinelli, Jane Leeves, Wendie Malick, Betty White",United States of America,2010-06-16,2010,7.4,1 Seasons,Comedy,en,"Three fabulous, eccentric, LA best friends of a certain age have their lives changed forever when their plane unexpectedly lands in Cleveland and they soon rediscover themselves in this new ""promised land.""",127.271,116,7.4,1.0
33843,TV Show,Bantatay,Don Michael Perez,"Raymart Santiago, Gelli De Belen, Camille Prats, Krystal Reyes, Renz Valerio",Philippines,2010-09-20,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Comedy",tl,"Bantatay or The Guardian is a drama-comedy-fantasy series from GMA Network featuring Raymart Santiago, Gelli de Belen, Jennica Garcia and Carl Guevarra. The show premiered on September 20, 2010 replacing Langit Sa Piling Mo. The show also airs on GMA Pinoy TV worldwide which premiered two days later, September 22, 2010, from the original airdate. Due to high ratings, Bantatay initially extended its 10-week run by 3 weeks before finally being extended until February 25, 2011. The show was originally to be replaced by Alakdana but Alakdana was moved to the timeslot previously occupied by Ang Yaman ni Lola after Eat Bulaga. Bantatay was inspired by the 1995 American Film Fluke as well as the hit the children's TV series, 100 Deeds for Eddie McDowd.",131.664,0,0.0,1.0
18123,TV Show,Scooby-Doo! Mystery Incorporated,Unknown,"Frank Welker, Grey DeLisle, Mindy Cohn, Matthew Lillard",United States of America,2010-07-12,2010,8.2,1 Seasons,"Animation, Mystery, Family",en,"This incarnation of the popular cartoon series finds Scooby and the gang living in Crystal Cove, a small town with a long history of ghost sightings, monster tales and other mysteries ripe for the sleuths to solve once and for all. But the longstanding Crystal Cove residents, who bank on the town's reputation to attract tourists, are prepared to do what it takes to protect their turf.",127.112,1019,8.2,1.0
40440,TV Show,The Bay,Unknown,"Kristos Andrews, Mary Beth Evans, Tristan Rogers, Taylor Stanley, Jacklyn Zeman",United States of America,2010-09-15,2010,1.0,1 Seasons,Drama,en,"The Bay follows the affluent, yet dysfunctional Bay City residents living in a town cursed by the spirit of Senator Red Garrett, the grandfather of socialite Sara Garrett. Their lives are riddled with sex, lies, & never-ending scandals.",126.426,1,1.0,1.0
32683,TV Show,Momay,"Manny Palo, Jojo A. Saguin, Darnel Joy Villaflor","Xyriel Manabat, Maliksi Morales, Ejay Falcon, Lorna Tolentino, Glydel Mercado",Philippines,2010-05-24,2010,0.0,1 Seasons,"Sci-Fi & Fantasy, Drama, Comedy",tl,"Momay is a Filipino fantasy-drama television series which premiered May 24, 2010 on ABS-CBN's Primetime Bida block. The story revolves around a little girl who has died and come back as a ghost to protect and guard her family.",132.077,0,0.0,1.0
40297,TV Show,Championship Wrestling From Hollywood,Unknown,Unknown,United States of America,2010-09-17,2010,0.0,1 Seasons,Unknown,en,Pro-wrestling action and entertainment from Southern California.,124.467,0,0.0,1.0
32612,TV Show,Check It Out! With Dr. Steve Brule,"Tim Heidecker, Eric Wareheim",John C. Reilly,United States of America,2010-05-16,2010,8.079,1 Seasons,Comedy,en,"See Dr. Steve learn about restaurants, spend time with his family, conquer his fears, and more. Featuring guest appearances by Jan Skylar, Wayne Skylar, and David Liebe Hart.",145.22,63,8.079,1.0
34522,TV Show,Adaalat,Unknown,"Ronit Roy, Romit Raj, Sunayana Fozdar, Shraman Jain, Prerna Wanvari",India,2010-11-20,2010,7.5,1 Seasons,"Drama, Crime, Mystery",hi,"K.D Pathak is a suave, sophisticated, witty and yet unconventional defence lawyer with an impeccable track record. He stands not for his client, but for Justice.",132.082,2,7.5,1.0
1436,TV Show,Justified,Unknown,"Timothy Olyphant, Walton Goggins, Nick Searcy, Jere Burns, Joelle Carter",United States of America,2010-03-16,2010,7.943,1 Seasons,"Crime, Drama",en,"A character drama based on the 2001 Elmore Leonard short story ""Fire in the Hole."" Leonard's tale centers around U.S. Marshal Raylan Givens of Kentucky, a quiet but strong-willed official of the law. The tale covers his high-stakes job, as well as his strained relationships with his ex-wife and father.",104.213,723,7.943,1.0
21641,TV Show,Good Luck Charlie,Unknown,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Steven Perry, Mia Talerico, Eric Allan Kramer",United States of America,2010-04-04,2010,7.9,1 Seasons,"Comedy, Family, Kids",en,"Teens PJ and Teddy and tween brother Gabe are typical kids -- that is, until their mother has another baby. The arrival of their new sister completely upends the entire household. When their mother heads back to work after Charlie's birth, it's up to the kids and their dad to keep the home fires burning -- and to keep Charlie out of trouble as she learns to sit up, crawl, walk and run. Teddy, as the older sister, makes a personalized video diary for Charlie, in each episode adding a nugget of wisdom for her baby sibling.",118.811,411,7.9,1.0
38965,TV Show,Angelo Rules,Unknown,"Tammo Kaulbarsch, Tim Kreuer, Merete Brettschneider, Kerstin Draeger, Martin Lohmann","France, United Kingdom",2010-10-03,2010,6.8,1 Seasons,"Family, Kids, Animation",fr,"Angelo is the kid who tries to be the wise guy. He is constantly coming up with plans and strategies to get out of trouble. ... Angelo isn't put off by the natural setbacks most kid have to confront: like parents, siblings and rules but that doesn't deter him.",116.371,30,6.8,1.0
111097,TV Show,The Legend Of Crazy Monk,Unknown,"Xin Zi, Benny Chan Ho-Man, Lam Tze-Chung, Ye Zuxin, Lin Jiangguo",China,2010-06-17,2010,5.7,1 Seasons,"Comedy, Drama",zh,"The Legend of Crazy Monk  is a Chinese television series about the life of Ji Gong. The series was directed by Lin Tianyi and based on Guo Xiaoting's classical novel Biography of Ji Gong.[1] It was a hot TV series recently in Guangdong Television, Jiangsu Television and Shenzhen Television. It is shown on Mediacorp Channel 8 at 7pm.",114.168,3,5.7,1.0
31251,TV Show,Victorious,Unknown,"Victoria Justice, Leon G. Thomas III, Matt Bennett, Elizabeth Gillies, Ariana Grande",United States of America,2010-03-27,2010,8.2,1 Seasons,"Comedy, Kids",en,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,120.506,1637,8.2,1.0
32868,TV Show,Nikita,Unknown,"Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford, Melinda Clarke","Canada, United States of America",2010-09-09,2010,7.2,1 Seasons,"Drama, Action & Adventure",en,"Nikita will stop at nothing to expose and destroy Division, the secret U.S. agency who trained her as a spy and assassin.",86.004,481,7.2,1.0
21762,TV Show,Parenthood,Unknown,"Peter Krause, Monica Potter, Lauren Graham, Erika Christensen, Craig T. Nelson",United States of America,2010-03-02,2010,7.387,1 Seasons,Drama,en,"The trials and tribulations of the very large, colorful and imperfect Braverman family.",113.264,141,7.387,1.0
32573,TV Show,Strike Back,Unknown,"Warren Brown, Daniel MacPherson, Alin Sumarwata, Jamie Bamber, Thulasizwe Kubheka","United Kingdom, United States of America, Denmark",2010-05-05,2010,7.419,1 Seasons,"Drama, Action & Adventure",en,"The series follows John Porter, a former British Special Forces soldier, who is drafted back into service by Section 20, a fictional branch of the Secret Intelligence Service.",99.992,346,7.419,1.0
46967,TV Show,Golden Fish,Unknown,"Park Sang-won, Lee Tae-gon, Jo Yoon-hee, So Yoo-jin, Park Ki-woong",South Korea,2010-05-03,2010,0.0,1 Seasons,Drama,ko,"Golden Fish is a 2010 South Korean television series starring Park Sang-won, Lee Tae-gon, Jo Yoon-hee, and So Yoo-jin. The daily drama aired on MBC on Mondays to Fridays at 20:15 from May 3 to November 11, 2010 for 133 episodes.",112.784,0,0.0,1.0
225353,TV Show,Distal-4,Unknown,"Ou Yang, Feng Junhua, Hong Haitian, Shen Dawei",,2010-07-26,2010,10.0,1 Seasons,"Animation, Action & Adventure, Sci-Fi & Fantasy, Drama",zh,Unknown,105.841,1,10.0,1.0
37374,TV Show,Cook Like An Iron Chef,Unknown,Michael Symon,United States of America,2010-07-22,2010,0.0,1 Seasons,Reality,en,"Daring dishes are prepared, and cooking techniques are taught.",156.883,0,0.0,1.0
33213,TV Show,Shake It Up,Unknown,"Bella Thorne, Zendaya, Davis Cleveland, Roshon Fegan, Adam Irigoyen",United States of America,2010-11-07,2010,7.6,1 Seasons,"Family, Kids, Comedy, Drama",en,"Best pals CeCe and Rocky dream of dancing stardom. And they seem on the verge of realizing that goal when they win places as backup dancers on the local TV show ""Shake It Up, Chicago."" While they get to show off their moves, they find out they need to keep putting their best feet forward to keep up with the rest of the crew on the show.",119.233,287,7.6,1.0
44632,TV Show,Life Is Beautiful,Unknown,"Song Chang-eui, Lee Sang-woo, Kim Hae-sook, Nam Gyu-ri, Nam Sang-mi",South Korea,2010-03-20,2010,7.4,1 Seasons,"Drama, Family",ko,"Set in Jeju, the drama revolves around a loving, multi-generation family led by the parents, Yang Byung Tae and Kim Min Jae, and their four children Tae Sub, Ji Hye, Ho Sup, and Cho Rong, as well as assorted grandparents and uncles. The story follows the family's everyday lives and conflicts.",111.409,5,7.4,1.0
33982,TV Show,Masterchef India,Unknown,"Ranveer Brar, Vikas Khanna, Pooja Dhingra",India,2010-10-16,2010,5.2,1 Seasons,Reality,hi,Indian version of the competitive cooking reality series.,110.42,3,5.2,1.0
17572,TV Show,Kick Buttowski: Suburban Daredevil,Unknown,"Charlie Schlatter, Danny Cooksey, John DiMaggio, Eric Christian Olsen, Matt Jones",United States of America,2010-02-13,2010,8.1,1 Seasons,"Animation, Action & Adventure, Comedy, Kids",en,"Clarence Buttowski, a young boy, aspires to become the world's greatest daredevil, as he gets help from Gunther, his loyal friend and partner-in-crime.",110.479,606,8.1,1.0
36473,TV Show,Are We There Yet?,Unknown,"Coy Stewart, Telma Hopkins, Terry Crews, Teala Dunn, Essence Atkins","United States of America, Canada",2010-06-02,2010,6.5,1 Seasons,Comedy,en,"Are We There Yet? opens where the popular film of the same name left off, with Nick and Suzanne newly married. After six months, their family is beginning to show growing pains, from the complexities of life as newlyweds to weathering the storm of teenage children. Work makes life all the more complicated. Former athlete Nick has sold his sports paraphernalia store and now works in information technology. Party planner Suzanne also has a hectic professional schedule.",147.962,30,6.5,1.0
32082,TV Show,Ol Supreme,Unknown,"Lau Kong, Liza Wong Ming-Chuen, Joel Chan Shan-Chung, Chapman To Man-Chat, Denise Ho",Hong Kong,2010-02-22,2010,0.0,1 Seasons,"Drama, Comedy, Family",cn,OL Supreme is an TVB half-hour modern sitcom series.,110.762,0,0.0,1.0
97918,TV Show,Primera Dama,Unknown,"Celine Reymond, Carolina Arregui, Julio Milostich, Catalina Guerra, Mario Horton",Chile,2010-08-30,2010,2.0,1 Seasons,"Soap, Drama",es,"Sabina Astudillo is an ordinary, young but ambitious woman who is willing to do anything to seduce Leonardo Sandander a presidential candidate to become the First Lady of Chile.",100.951,1,2.0,1.0
