show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,language,description,popularity,vote_count,vote_average,num_seasons
97867,TV Show,Family Feud Canada,Unknown,Unknown,United States of America,2019-12-16,2019,5.6,1 Seasons,"Family, Reality, Comedy",en,We asked 100 game show-loving Canadians: Name the only iconic TV show featuring two Canadian families competing to guess popular answers to fun survey questions. Top answer on the board? Survey says...get ready for Family Feud Canada!,235.339,5,5.6,1.0
97109,TV Show,8 Lexeis,Andreas Georgiou,"Andreas Georgiou, Eirini Karagiorgi, Iasonas Papamatheou, Pemi Zouni, Natalia Kyrikou","Greece, Cyprus",2019-09-08,2019,0.0,1 Seasons,Unknown,el,Unknown,173.936,0,0.0,1.0
97072,TV Show,Charmsukh,"Sol Kohli, YKO",Unknown,India,2019-11-22,2019,6.0,1 Seasons,Drama,hi,"Charmsukh is an erotic, drama web-series streamed on ULLU network with each episode having unique storyline.",169.005,1,6.0,1.0
94694,TV Show,Workman,Unknown,Jang Sung-kyu,South Korea,2019-05-17,2019,7.0,1 Seasons,"Reality, Talk",ko,Unknown,164.059,1,7.0,1.0
90282,TV Show,The Morning Show,Unknown,"Jennifer Aniston, Reese Witherspoon, Billy Crudup, Mark Duplass, Greta Lee",United States of America,2019-11-01,2019,7.8,1 Seasons,Drama,en,"A behind-the-scenes look at the lives of the people who help America wake up in the morning, exploring the unique challenges faced by the men and women who carry out this daily televised ritual.",170.66,748,7.8,1.0
79086,TV Show,Godfather Of Harlem,Unknown,"Forest Whitaker, Ilfenesh Hadera, Antoinette Crowe-Legacy, Lucy Fry",United States of America,2019-09-29,2019,8.1,1 Seasons,"Drama, Crime",en,"Loosely based on infamous crime boss Bumpy Johnson, who in the early 1960s returned from ten years in prison to find the neighborhood he once ruled in shambles. With the streets controlled by the Italian mob, Bumpy attempts to regain his piece of Harlem.",133.875,615,8.1,1.0
17174,TV Show,Ghosts,Unknown,"Charlotte Ritchie, Kiell Smith-Bynoe, Mathew Baynton, Simon Farnaby, Martha Howe-Douglas",United Kingdom,2019-04-15,2019,8.0,1 Seasons,"Comedy, Sci-Fi & Fantasy",en,"A cash-strapped young couple inherits a grand country house, only to find it is both falling apart and teeming with the ghosts of former inhabitants.",120.331,191,8.0,1.0
86831,TV Show,"Love, Death & Robots",Unknown,Unknown,United States of America,2019-03-15,2019,8.3,1 Seasons,"Animation, Sci-Fi & Fantasy",en,"Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.",155.173,3410,8.3,1.0
90521,TV Show,Love Island,Unknown,"Iain Stirling, Ariana Madix",United States of America,2019-07-09,2019,7.1,1 Seasons,Reality,en,"American version of the British dating reality competition in which ten singles come to stay in a villa for a few weeks and have to couple up with one another. Over the course of those weeks, they face the public vote and might be eliminated from the show. Other islanders join and try to break up the couples.",163.8,147,7.1,1.0
93260,TV Show,The Casagrandes,Unknown,"Lexi Sexton, Izabella Alvarez, Carlos PenaVega, Eugenio Derbez, Ken Jeong","Mexico, Spain, United States of America",2019-10-14,2019,7.5,1 Seasons,"Animation, Kids, Comedy, Family",en,"The Casagrandes tells the story of Ronnie Anne, an independent, adventurous, 11-year-old who explores city life with her big, loving, multi-generational Mexican-American family.",151.91,19,7.5,1.0
121821,TV Show,The Conversation,Unknown,Cenk Uygur,United States of America,2019-02-14,2019,5.0,1 Seasons,Talk,en,"Cenk Uygur sits down for quick but substantive interviews with political and cultural thought leaders from around the US and the world. Expect to see politicians from both sides of the aisle, media personalities, actors, directors, and more.",151.741,1,5.0,1.0
99795,TV Show,Gathbandhan,Unknown,"Shruti Sharma, Abrar Qazi, Pragati Chourasiya, Kinshuk Mahajan, Sonali Pandit Naik",India,2019-01-15,2019,8.0,1 Seasons,"Family, Drama",hi,"Raghu Jadhav and Dhanak Parekh are two individuals with contrasting personalities tied by the string of marriage, alliance and love. Raghu is a petty goon of Maharashtra. Savitri Jadhav, his mother acts as the matriarch of their village. Savitri wants her son to loot people so they can gain money and create a fearful reputation. Enter Dhanak, an aspiring IPS Officer. Raghu falls in love with Dhanak at first sight. Dhanak initially hates Raghu but later falls for him and the two marry. Savitri tries to create misunderstandings between Raghu and Dhanak but the two eventually sort things out.",164.879,1,8.0,1.0
91433,TV Show,T.O.T.S.,Chris Gilligan,"Christian J. Simon, Vanessa Williams, Megan Hilty, Tucker Chandler",United States of America,2019-06-14,2019,6.6,1 Seasons,"Kids, Family, Animation",en,"A heartfelt animated comedy series for preschoolers exploring the hilarious adventures of best friends Pip and Freddy, a tenacious penguin and a kind-hearted flamingo, who are the only non-stork delivery birds in-training at Tiny Ones Transport Service (T.O.T.S.).",217.619,11,6.6,1.0
90571,TV Show,Bepanah Pyaar,Muzzammil Desai,"Pearl V Puri, Ishita Dutta, Aparna Dixit, Sudha Chandran, Manoj Chandila",India,2019-06-03,2019,8.0,1 Seasons,"Drama, Family, Mystery",hi,"The story begins with Raghbir being gloomy and missing Bani on his wedding to his childhood friend Misha. He keeps getting a nightmare of Bani's accident where she had fallen off a cliff. Sukanya, Raisinghania, claims that Raghbir married her in London. Though Raghbir denies, the marriage is cancelled. Meanwhile, Pragati, a young bubbly girl works for Raghbir. Thus, Raghbir tries to find out Sukanya's truth with Pragati's help. Raghbir and Pragati get married.",152.409,1,8.0,1.0
80752,TV Show,See,Unknown,"Jason Momoa, Sylvia Hoeks, Hera Hilmar, Christian Camargo, Archie Madekwe","United Kingdom, United States of America",2019-11-01,2019,8.1,1 Seasons,"Drama, Sci-Fi & Fantasy, Action & Adventure",en,"A virus has decimated humankind. Those who survived emerged blind. Centuries later when twins are born with the mythic ability to see, their father must protect his tribe against a threatened queen.",143.195,2542,8.1,1.0
85349,TV Show,Amphibia,Unknown,"Brenda Song, Justin Felbinger, Bill Farmer, Amanda Leighton, On Braly",United States of America,2019-06-17,2019,8.5,1 Seasons,"Animation, Comedy, Kids, Action & Adventure, Sci-Fi & Fantasy, Family",en,"The adventures of 13-year-old, self-centered Anne Boonchuy who is magically transported to the fictitious world of Amphibia, a rural marshland full of frog-people. With the help of an excitable young frog named Sprig, Anne will become a hero and discover the first true friendship of her life.",199.302,292,8.5,1.0
219500,TV Show,Beautiful Justice,Mark A. Reyes,"Yasmien Kurdi, Gabbi Garcia, Bea Binene, Gil Cuerva, Derrick Monasterio",Philippines,2019-09-09,2019,0.0,1 Seasons,"Crime, Drama, Action & Adventure",tl,Unknown,143.593,0,0.0,1.0
219669,TV Show,Dragon Lady,Paul Sta. Ana,"Janine Gutierrez, Tom Rodriguez, James Blanco, Diana Zubiri, Maricar De Mesa",Philippines,2019-03-04,2019,0.0,1 Seasons,"Drama, Sci-Fi & Fantasy",tl,Unknown,133.817,0,0.0,1.0
237349,TV Show,Ek Mahanayak - Dr B R Ambedkar,Imtiaz Punjabi,"Atharva Karve, Narayani Varne, Neha Joshi, Aayudh Bhanushali, Jagannath Nivangune",India,2019-12-17,2019,10.0,1 Seasons,"Family, Drama, Reality",hi,"Ek Mahanayak is the story of Dr. Bhimrao Ambedkar, the founding father of the Constitution of India. For the first time, the story of Babasaheb will be shown on television through serial. The show will include inspiring parts of Babasaheb's life. The story of this show will begin from the childhood of Babasaheb. In which Bhimrao Ambedkar's role will be seen playing child artist Aayudh Bhanushali. Later Prasad Jawade will be seen in the role of young Baba Saheb.",127.924,1,10.0,1.0
82856,TV Show,The Mandalorian,Unknown,"Pedro Pascal, Katee Sackhoff",United States of America,2019-11-12,2019,8.425,1 Seasons,"Sci-Fi & Fantasy, Action & Adventure, Drama",en,"After the fall of the Galactic Empire, lawlessness has spread throughout the galaxy. A lone gunfighter makes his way through the outer reaches, earning his keep as a bounty hunter.",139.772,10234,8.425,1.0
104922,TV Show,Dogs Are Incredible,Unknown,"Lee Kyung-kyu, Jang Do-yeon, Kang Hyung-wook",,2019-11-04,2019,1.5,1 Seasons,Reality,ko,"Korea's ""Comedy King,"" Lee Gyeonggyu, who's also known for his love for dogs and the country's most famous dog expert, Kang Hyungwook, team up to study how the humans and the pets live in peace and harmony.",133.704,2,1.5,1.0
96152,TV Show,Court Cam,Unknown,Dan Abrams,United States of America,2019-12-05,2019,8.5,1 Seasons,"Reality, Crime, Documentary",en,"An in-depth examination of some of the most stunning and emotional courtroom moments caught on camera, from frightening outbursts to furious judges.",136.264,15,8.5,1.0
90819,TV Show,Love And Destiny,"Lam Yuk Fan, Hu Guo, Ren Haitao, Leung Sing-Kuen","Chang Chen, Ni Ni, Li Dongxue, Zhang Zhixi, Li Jiaming",China,2019-07-15,2019,7.6,1 Seasons,Drama,zh,A love story between the God of War and a young maiden whose very existence can bring harm to the world.,144.952,11,7.6,1.0
68507,TV Show,His Dark Materials,Unknown,"Dafne Keen, Amir Wilson, Ruth Wilson, Adewale Akinnuoye-Agbaje, Simone Kirby","United Kingdom, United States of America",2019-11-03,2019,7.882,1 Seasons,"Sci-Fi & Fantasy, Drama",en,"Lyra is an orphan who lives in a parallel universe in which science, theology and magic are entwined. Her search for a kidnapped friend uncovers a sinister plot involving stolen children and turns into a quest to understand a mysterious phenomenon called Dust. She is later joined on her journey by Will, a boy who possesses a knife that can cut windows between worlds. As she learns the truth about her parents and her prophesied destiny, the two young people are caught up in a war against celestial powers that ranges across many worlds.",124.285,1695,7.882,1.0
89728,TV Show,Arthur And The Children Of The Round Table,Unknown,"Valentina Bonalana, Jannik Endemann, Sebastian Fitzner, Dieter Hallervorden, Liam Mockridge","Canada, France, Germany, Italy, Switzerland",2019-03-08,2019,8.3,1 Seasons,"Kids, Animation",fr,Unknown,139.174,3,8.3,1.0
93456,TV Show,Baalveer,Unknown,"Vansh Sayani, Md Anan Islam, Dev Joshi",India,2019-09-10,2019,7.2,1 Seasons,"Comedy, Family, Sci-Fi & Fantasy",hi,"Balveer is an ordinary child, who is whisked away to Pari Lok at a young age and is blessed with the power of the six fairies.",127.948,5,7.2,1.0
219660,TV Show,Sahaya,Zig Madamba Dulay,"Bianca Umali, Miguel Tanfelix, Migo Adecer, Mylene Dizon, Eric Quizon",Philippines,2019-03-18,2019,0.0,1 Seasons,"Drama, Sci-Fi & Fantasy",tl,Unknown,118.393,0,0.0,1.0
223694,TV Show,Wo Shi Bu Bai Chi,Zhu Yuchen,Zhu Yuchen,China,2019-07-31,2019,0.0,1 Seasons,"Animation, Kids",zh,Unknown,140.625,0,0.0,1.0
92621,TV Show,Brassic,Unknown,"Joseph Gilgun, Michelle Keegan, Steve Evets, Bronagh Gallagher, Tom Hanson",United Kingdom,2019-08-22,2019,8.505,1 Seasons,"Comedy, Drama, Crime",en,"A group of working-class friends finding unconventional ways to win at life in suburban northern England. These lads have dealt, scammed, bribed and conned their way through adolescence, but now, their dealing and stealing is catching up with them and a whole load of trouble is heading their way.",150.023,202,8.505,1.0
88324,TV Show,Virgin River,Unknown,"Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Benjamin Hollingsworth, Lauren Hammersley",United States of America,2019-12-06,2019,8.0,1 Seasons,Drama,en,"After seeing an ad for a midwife, a recently divorced big-city nurse moves to the redwood forests of California, where she meets an intriguing man.",117.566,539,8.0,1.0
92461,TV Show,Bob Hearts Abishola,Unknown,"Billy Gardell, Folake Olowofoyeku, Gina Yashere, Christine Ebersole, Matt Jones",United States of America,2019-09-23,2019,7.531,1 Seasons,Comedy,en,"A love story about a middle-aged compression sock businessman from Detroit who unexpectedly falls for his cardiac nurse, a Nigerian immigrant, while recovering from a heart attack and sets his sights on winning her over.",117.992,64,7.531,1.0
87773,TV Show,The Bay,Unknown,"Marsha Thomason, Daniel Ryan, Erin Shanagher, Barry Sloane, Andrew Dowbiggin",United Kingdom,2019-03-20,2019,6.9,1 Seasons,"Drama, Crime",en,Family Liaison Officer Lisa Armstrong becomes a little too emotionally involved with a case (to the point where she might compromise it) concerning a pair of missing Morecambe twins to whose distraught parents she is assigned.,170.128,76,6.9,1.0
87826,TV Show,Selling Sunset,Unknown,"Brett Oppenheim, Jason Oppenheim, Chrishell Stause, Mary Fitzgerald, Emma Hernan",United States of America,2019-03-22,2019,6.5,1 Seasons,Reality,en,"The elite agents at The Oppenheim Group sell the luxe life to affluent buyers in LA. Relationships are everything, and that often means major drama.",156.145,50,6.5,1.0
83121,TV Show,Kaguya-Sama: Love Is War,Unknown,"Makoto Furukawa, Aoi Koga, Konomi Kohara, Ryota Suzuki, Miyu Tomita",Japan,2019-01-12,2019,8.6,1 Seasons,"Animation, Comedy",ja,"Considered a genius due to having the highest grades in the country, Miyuki Shirogane leads the prestigious Shuchiin Academy's student council as its president, working alongside the beautiful and wealthy vice president Kaguya Shinomiya. The two are often regarded as the perfect couple by students despite them not being in any sort of romantic relationship.",97.225,739,8.6,1.0
219599,TV Show,Dahil Sa Pag-Ibig,"Ricky Davao, Aloy Adlawan","Sanya Lopez, Benjamin Alves, Wynwyn Marquez, Pancho Magno, Dominic Roco",Philippines,2019-05-20,2019,0.0,1 Seasons,"Crime, Drama",tl,Unknown,166.184,0,0.0,1.0
90955,TV Show,The Naked Director,Unknown,"Takayuki Yamada, Shinnosuke Mitsushima, Misato Morita, Tetsuji Tamayama, Tokio Emoto",Japan,2019-08-08,2019,7.339,1 Seasons,"Comedy, Drama",ja,"Follows the rise of Tooru Muranishi, one of Japan's most notorious directors of adult video.  Adapted from a biography of the man, this series depicts the character, his art, vision and his interactions with the approving and disapproving folk around him.",101.672,165,7.339,1.0
201876,TV Show,Yasuragi No Toki: Michi,Unknown,"Koji Ishizaka, Ruriko Asaoka, Mariko Kaga, Tatsuya Fuji, Mickey Curtis",Japan,2019-04-08,2019,6.0,1 Seasons,Drama,ja,Unknown,125.093,1,6.0,1.0
91174,TV Show,Lights Out With David Spade,Liz Plonka,David Spade,United States of America,2019-07-29,2019,5.6,1 Seasons,"Talk, Comedy",en,"Specializing in celebrities, entertainment and all things apolitical, comedy legend David Spade and a panel of his comedian friends are at the roundtable and in the field to help break down the biggest headlines of the day.",151.576,12,5.6,1.0
74440,TV Show,Harley Quinn,Unknown,"Kaley Cuoco, Lake Bell",United States of America,2019-11-29,2019,8.3,1 Seasons,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",en,Harley Quinn has finally broken things off once and for all with the Joker and attempts to make it on her own as the criminal Queenpin of Gotham City.,108.579,1059,8.3,1.0
85413,TV Show,Blessing Of The Sea,"Choi Eun-gyung, Kim Yong-min","Lee So-yeon, Jae Hee, Jo An, Kim Hyung-min, Ahn Nae-sang",South Korea,2019-01-14,2019,5.2,1 Seasons,"Drama, Soap, Family",ko,"Sim Chung-Yi has an absolute sense of sight which allows her to identify thousands of colors. She also has a bright personality. Sim Chung-Yi meets Ma Poong-Do who is a pianist. He is highly skilled on the piano, but he receives criticism that he has lack of sensibility. Sim Chung-Yi and Ma Poong-Do develop romantically. Sim Chung-Yi also tries to find a secret of her father.",125.117,4,5.2,1.0
90937,TV Show,Beastars,Unknown,"Chikahiro Kobayashi, Sayaka Senbongi, Yuki Ono",Japan,2019-10-10,2019,8.469,1 Seasons,"Animation, Drama, Mystery",ja,"In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",96.516,1178,8.469,1.0
91205,TV Show,Isharon Isharon Mein,Gajraj Rao,"Mudit Nayar, Simran Pareenja, Debattama Saha, Karan Goddwani, Kiran Karmarkar",India,2019-07-15,2019,0.0,1 Seasons,Drama,hi,Unknown,100.59,0,0.0,1.0
94940,TV Show,Never Twice,Unknown,"Park Se-wan, Kwak Dong-yeon, Youn Yuh-jung, Oh Ji-ho, Ye Ji-won",South Korea,2019-11-02,2019,8.309,1 Seasons,Unknown,ko,"An old stately inn stands in the heart of Seoul. It may be old, discolored, and weathered, but Nakwon Inn exudes old-world charms. As the typical cold uneventful winter comes to an end at the inn, guests start to arrive one by one as if each had promised to be present. Strangely and coincidentally, each one of them repeats Never Twice as they enter. The truth is, they all have a fateful reason to be there. What could have brought these individuals together? And what do they all have in common considering their long-term stay, assigned room numbers, gender, age, and hometown? The real reason for coming to Nakwon Inn unfolds.",109.933,81,8.309,1.0
95004,TV Show,Tyler Perry'S The Oval,Unknown,"Ed Quinn, Kron Moore, Javon Johnson, Ptosha Storey, Teesha Renee",United States of America,2019-10-23,2019,8.2,1 Seasons,"Drama, Family",en,"A seemingly perfect interracial first family becomes the White House's newest residents. But behind closed doors they unleash a torrent of lies, cheating and corruption.",152.54,89,8.2,1.0
95216,TV Show,Wanna Taste?,Unknown,"Sim Yi-young, Seo Do-young, Seo Ha-jun, An So-jin, Lee Hwi-hyang",South Korea,2019-11-11,2019,5.5,1 Seasons,"Drama, Family",ko,"Hae-Jin is 36-years-old. She is married to Jin-Sang, who is 6 years younger than her, and they have a daughter Yoo-Ri. Hae-Jin runs a restaurant that she took over from her father-in-law. She supported her husband Jin-Sang while he studied to enter a university. Because of Hae-Jin, Jin-Sang is now attending a prestigious university, but he has an affair with Joo-Ri. She is the young daughter of a rich family. Hae-Jin becomes aware of her husband's affair, but she doesn't want a divorce. Meanwhile, Dae-Gu appears in front Hae-Jin. Dae-Gu is a drama series writer. He was once in demand for his screenwriting, but his popularity has waned. His marriage life is not doing well either.",119.706,1,5.5,1.0
219489,TV Show,Starla,Onat Diaz,"Judy Ann Santos, Joel Torre, Joem Bascon, Meryll Soriano, Enzo Pelojero",Philippines,2019-10-07,2019,2.0,1 Seasons,"Drama, Comedy, Sci-Fi & Fantasy",tl,Unknown,104.195,1,2.0,1.0
86411,TV Show,The General'S Daughter,Unknown,"Angel Locsin, JC de Vera, Paulo Avelino, Tirso Cruz III, Janice de Belen","Philippines, United States of America",2019-01-21,2019,0.0,1 Seasons,"Action & Adventure, Drama",tl,"2nd LT Rhian Bonifacio is a Military Nurse for the AFP and is dedicated in saving lives. But she has a secret. She's a spy, trained by her very own father, Tiago, to exact revenge against his enemy, Marcial, a general of the army. She will be wedged between the two forces because of her love for her family.",149.363,0,0.0,1.0
98512,TV Show,Corn & Peg,Unknown,"Shechinah Mpumlwana, Anneke Van Hooff, Shayle Simons, Ava Close, Jaiden Cannatelli","Canada, United States of America",2019-02-22,2019,3.0,1 Seasons,"Animation, Kids",en,"A unicorn and a pegasus, two inseparable best friends, strive to make their world of Galloping Grove a better place.",143.956,3,3.0,1.0
219684,TV Show,Kara Mia,Dominic Zapata,"Barbie Forteza, Mika Dela Cruz, Carmina Villarroel, John Estrada, Glydel Mercado",Philippines,2019-02-18,2019,0.0,1 Seasons,"Drama, Sci-Fi & Fantasy",tl,Unknown,107.629,0,0.0,1.0
218057,TV Show,Dragamonz,Unknown,"Nicole Stamp, Rob Tinkler, Deven Mack",,2019-09-23,2019,9.0,1 Seasons,Unknown,en,"This series follows the journey of our unlikely hero, Dax, who has been bestowed with the task of an epic quest to restore peace in Dragamar as well as unite the land and his fellow Dragamonz.",110.107,1,9.0,1.0
90155,TV Show,Growing Pain,Unknown,"Zhang Jiayi, Zhao Jinmai, Yan Ni, Guo Junchen, Jiang Guannan",China,2019-06-09,2019,6.2,1 Seasons,"Drama, Family",zh,A story that follows four households and how every family member braves the rains and basks under the sun in this journey called life.,97.488,8,6.2,1.0
95842,TV Show,Joy Of Life,Sun Hao,"Zhang Ruoyun, Li Qin, Chen Daoming, Wu Gang, Xin Zhilei",China,2019-11-26,2019,8.1,1 Seasons,"Drama, Comedy",zh,"Zhang Qing, a present-day college student in culture and history major wants to study in professor Ye's postgraduate class, so he decides to write a historical fiction to elaborate his perspective of analyzing ancient literature history with modern concept. In the fiction, Zhang himself acts as a young man Fan Xian with mysterious life who lives in a remote seaside town of Kingdom Qing in his childhood, under the help of a mysterious mentor and a blindfolded watchman. Fan goes to the capital when he grows up, where he experiences plenty of ordeal and temper. Fan persists in adhering the rule of justice and goodness and lives his own glorious life.",94.488,94,8.1,1.0
93411,TV Show,Bride Of Beirut,Unknown,"Carmen Bsaibes, Marie Therese Maalouf, Dhafer L'Abidine, Takla Chamoun",Lebanon,2019-09-01,2019,6.2,1 Seasons,Drama,ar,"Thuraya a simple girl living a modest life with her aunt, her life changes forever when she meets Faress a young and ambitious young man.",93.478,13,6.2,1.0
89630,TV Show,The L Word: Generation Q,Unknown,"Jennifer Beals, Katherine Moennig, Leisha Hailey, Arienne Mandi, Leo Sheng",United States of America,2019-12-08,2019,7.6,1 Seasons,Drama,en,"In this sequel to The L Word, we continue to follow the intermingled lives of Bette Porter, Alice Pieszecki and Shane McCutcheon, along with a new generation of diverse, self-possessed LGBTQIA+ characters experiencing love, heartbreak, sex, setbacks and success in L.A.",97.326,114,7.6,1.0
89187,TV Show,The Great Craftsman,Unknown,"Wallace Huo, Yang Mi, Feng Lei, Jiang Hongbo, Johnny Zhang",China,2019-05-06,2019,8.0,1 Seasons,Drama,zh,"Set in the 1920s, it revolves around aspiring architects and their contributions to the country.",96.834,1,8.0,1.0
85412,TV Show,Left-Handed Wife,Kim Myung-wook,"Lee Soo-kyung, Jin Tae-hyeon, Ha Yeon-joo, Kim Jin-woo, Lee Seung-yun",South Korea,2019-01-02,2019,4.0,1 Seasons,"Family, Drama",ko,"Lee Soo-Ho and Oh San-Ha are deeply in love. They have their wedding and go on a honeymoon. During their honeymoon, Lee Soo-Ho has an accident and loses his memory. Meanwhile, Oh San-Ha does not know what happened to her husband and tries to find him. A conspiracy lurks beneath.",96.68,3,4.0,1.0
91291,TV Show,Celebrity Gogglebox,Unknown,Craig Cash,United Kingdom,2019-06-14,2019,6.867,1 Seasons,Reality,en,"A rolling cast of famous faces, some of Britain's best loved personalities, turn their hand to being the country's most opinionated viewers, sharing their opinions on what they have been watching during the week.",95.463,15,6.867,1.0
90761,TV Show,The Untamed,"Steve Cheng Wai-Man, Zheng Weiwen, Chan Ka-Lam","Xiao Zhan, Wang Yibo, Wang Zhuocheng, Xuan Lu, Meng Ziyi",China,2019-06-27,2019,8.4,1 Seasons,"Action & Adventure, Drama, Mystery",zh,"Wei Wu Xian and Lan Wang Ji, two talented disciples of respected clans, meet during cultivation training and accidentally discover a secret carefully hidden for many years. Taking on the legacy of their ancestors, they decide to rid the world of the ominous threat.",77.499,105,8.4,1.0
97854,TV Show,Ricky Zoom,Unknown,"Max Fincham, Keith Wickham, Finty Williams, Simon Lipkin, Frances White","United Kingdom, China, United States of America",2019-09-02,2019,6.0,1 Seasons,"Animation, Kids, Family, Comedy",en,"Little red rescue motorbike Ricky Zoom, along with his loyal and enthusiastic bike buddies Loop, Scootio and DJ, race around the sports track, try new stunts at the park, and zoom into adventures.",93.061,6,6.0,1.0
87478,TV Show,Isekai Quartet,Unknown,"Aoi Yuki, Jun Fukushima, Rie Takahashi, Saori Hayami, Satoshi Hino",Japan,2019-04-10,2019,6.9,1 Seasons,"Comedy, Animation",ja,"A mysterious switch appeared one day. Upon pressing it, they were sent to a different alternative world!! There are also characters from other alternative worlds gathered together...!?",93.216,53,6.9,1.0
91083,TV Show,Golden Garden,Unknown,"Han Ji-hye, Lee Sang-woo, Oh Ji-eun, Lee Tae-sung, Cha Hwa-yeon",South Korea,2019-07-20,2019,6.3,1 Seasons,Mystery,ko,"Eun Dong-Joo attempts to get back her stolen life. When she was 6 years-old, she was abandoned at an orphanage. She did not remember anything except her name. Despite her difficult environment, she has grown into a woman with a positive and bright personality.",93.587,3,6.3,1.0
92186,TV Show,Raya Knows Everything,"Anatoliy Artamonov, Ruslan Paushu","Anastasiya Vedenskaya, Sergey Gubanov, Sergey Rudzevich, Elena Muravyova, Evgeniya Shipova",Russia,2019-07-22,2019,6.8,1 Seasons,"Comedy, Mystery, Crime",ru,Unknown,89.338,4,6.8,1.0
91801,TV Show,Welcome To Demon School! Iruma-Kun,Unknown,"Ayumu Murase, Ryohei Kimura, Ayaka Asai, Daisuke Ono, Saori Hayami",Japan,2019-10-05,2019,8.4,1 Seasons,"Animation, Comedy, Sci-Fi & Fantasy, Action & Adventure",ja,"Fourteen-year-old Iruma Suzuki has just been abandoned and sold to a demon by his irresponsible parents! Surprisingly, the next thing he knows he's living with the demon who has adopted him as his new grandson and has been transferred into a school in the Netherworld where his new demon grandfather works as the principal. Thus begins the cowardly Iruma-kun's extraordinary school life among the otherworldly as he faces his true self, takes on challenges, and rises to become someone great.",75.924,257,8.4,1.0
94796,TV Show,Crash Landing On You,Kim Hee-won,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun, Yang Kyung-won",South Korea,2019-12-14,2019,8.496,1 Seasons,"Drama, Comedy",ko,"A paragliding mishap drops a South Korean heiress in North Korea -- and into the life of an army officer, who decides he will help her hide.",87.04,775,8.496,1.0
95286,TV Show,Diplomatic Situation,Song Yeming,"Tang Guoqiang, Sun Weimin, Dong Yong, Zhao Qin, Guo Lianwen",China,2019-09-19,2019,8.7,1 Seasons,Drama,zh,Unknown,86.744,3,8.7,1.0
87456,TV Show,Mix: Meisei Story,Unknown,"Yuki Kaji, Yuma Uchida, Maaya Uchida, Kana Hanazawa",Japan,2019-04-06,2019,6.9,1 Seasons,"Animation, Drama",ja,"Because of the legend left by Tatsuya Uesugi, Meisei Academy High School was well-known for their strong baseball team. But 26 years after their glory, the team has not been able to keep their record and has since lost their fame.

Two stepbrothers, Souichirou and Touma Tachibana, aim to revive of the once-strong Meisei Academy baseball team and enter the National High School Baseball Championship.

Souichirou and Touma are second years in Meisei Academy Middle School. Both boys are talented baseball players. Souichirou has shown excellent skill as a catcher and batter. Though having an extraordinary skill as a pitcher, Touma no longer pitches due to a certain reason.

Once the two enter high school, they pair as a battery and aim to enter the National High School Baseball Championship!",115.448,11,6.9,1.0
91552,TV Show,Departure,Unknown,"Archie Panjabi, Mark Rendall, Kristen Holden-Ried, Patrick Sabongui, Savonna Spracklin","Canada, United Kingdom, United States of America",2019-07-10,2019,6.7,1 Seasons,"Drama, Crime",en,"Follow the mystery of Flight 716 - a passenger plane that vanishes over the Atlantic Ocean. Following the mysterious crash, recently widowed, brilliant aviation investigator Kendra Malley is called in to investigate by her former boss and mentor Howard Lawson.",97.251,81,6.7,1.0
96246,TV Show,#Likeme,Unknown,"Amber Aerts, Pieter Vreys, Zion Luts, Marthe Willems, Jerome Plattenbos",Belgium,2019-01-13,2019,7.1,1 Seasons,"Drama, Family, Comedy",nl,Unknown,103.819,7,7.1,1.0
94952,TV Show,Gracious Revenge,Unknown,"Kim Myung-soo, Choi Myung-gil, Baek Seoung-hee, Cha Ye-ryun, Kim Heung-soo",South Korea,2019-11-04,2019,5.5,1 Seasons,Drama,ko,"Carrie Jung lost her husband and child. She now lives only take revenge on those responsible for their deaths. Carrie Jung raises Han Yoo Jin as a tool in her revenge plan. Han Yoo Jin is a smart and beautiful woman, but she falls in love with a man who she should not love.",84.503,2,5.5,1.0
88055,TV Show,Servant,Unknown,"Lauren Ambrose, Toby Kebbell, Nell Tiger Free, Rupert Grint",United States of America,2019-11-28,2019,7.6,1 Seasons,"Drama, Mystery",en,A Philadelphia couple are in mourning after an unspeakable tragedy creates a rift in their marriage and opens the door for a mysterious force to enter their home.,75.123,785,7.6,1.0
87615,TV Show,Mother Of Mine,Kim Jong-chang,"Kim Hae-sook, Kim So-yeon, Hong Jong-hyun, Yu Seon, Kim Ha-kyung",South Korea,2019-03-23,2019,7.3,1 Seasons,"Family, Drama",ko,"Story of a mother and three daughters living in modern day Korean society. The drama conveys a message about the low fertility rate, divorce rate, and the problems of the younger generation who are avoiding marriage.",81.001,7,7.3,1.0
